,model,metric,fold,value
522,KNearestNeighbor,recall,2,0.5185185185185185
523,KNearestNeighbor,recall,3,0.6666666666666666
524,KNearestNeighbor,recall,4,0.5185185185185185
525,KNearestNeighbor,recall,5,0.5555555555555556
526,KNearestNeighbor,recall,6,0.5555555555555556
527,KNearestNeighbor,recall,7,0.7777777777777778
528,KNearestNeighbor,recall,8,0.6923076923076923
529,KNearestNeighbor,recall,9,0.38461538461538464
530,KNearestNeighbor,f1,0,0.68
531,KNearestNeighbor,f1,1,0.64
532,KNearestNeighbor,f1,2,0.5490196078431373
533,KNearestNeighbor,f1,3,0.7346938775510204
534,KNearestNeighbor,f1,4,0.5490196078431373
535,KNearestNeighbor,f1,5,0.6521739130434783
536,KNearestNeighbor,f1,6,0.6
537,KNearestNeighbor,f1,7,0.7
538,KNearestNeighbor,f1,8,0.6
539,KNearestNeighbor,f1,9,0.43478260869565216
540,KNearestNeighbor,balanced_accuracy,0,0.7548148148148148
541,KNearestNeighbor,balanced_accuracy,1,0.7262962962962962
542,KNearestNeighbor,balanced_accuracy,2,0.6592592592592592
543,KNearestNeighbor,balanced_accuracy,3,0.7933333333333333
544,KNearestNeighbor,balanced_accuracy,4,0.6592592592592592
545,KNearestNeighbor,balanced_accuracy,5,0.7377777777777779
546,KNearestNeighbor,balanced_accuracy,6,0.6977777777777778
547,KNearestNeighbor,balanced_accuracy,7,0.768888888888889
548,KNearestNeighbor,balanced_accuracy,8,0.6861538461538461
549,KNearestNeighbor,balanced_accuracy,9,0.5923076923076923
550,KNearestNeighbor,mcc,0,0.5313256180417312
551,KNearestNeighbor,mcc,1,0.47186039625508397
552,KNearestNeighbor,mcc,2,0.32813912498853487
553,KNearestNeighbor,mcc,3,0.6196773353931867
554,KNearestNeighbor,mcc,4,0.32813912498853487
555,KNearestNeighbor,mcc,5,0.5263532956993116
556,KNearestNeighbor,mcc,6,0.4123951744684367
557,KNearestNeighbor,mcc,7,0.5185449728701349
558,KNearestNeighbor,mcc,8,0.355229955778562
559,KNearestNeighbor,mcc,9,0.19889806323953874
560,KNearestNeighbor,tn_rate,0,0.5714285714285714
561,KNearestNeighbor,tn_rate,1,0.5584415584415584
562,KNearestNeighbor,tn_rate,2,0.5194805194805194
563,KNearestNeighbor,tn_rate,3,0.5974025974025974
564,KNearestNeighbor,tn_rate,4,0.5194805194805194
565,KNearestNeighbor,tn_rate,5,0.5974025974025974
566,KNearestNeighbor,tn_rate,6,0.5454545454545454
567,KNearestNeighbor,tn_rate,7,0.4935064935064935
568,KNearestNeighbor,tn_rate,8,0.4473684210526316
569,KNearestNeighbor,tn_rate,9,0.5263157894736842
570,KNearestNeighbor,fp_rate,0,0.07792207792207792
571,KNearestNeighbor,fp_rate,1,0.09090909090909091
572,KNearestNeighbor,fp_rate,2,0.12987012987012986
573,KNearestNeighbor,fp_rate,3,0.05194805194805195
574,KNearestNeighbor,fp_rate,4,0.12987012987012986
575,KNearestNeighbor,fp_rate,5,0.05194805194805195
576,KNearestNeighbor,fp_rate,6,0.1038961038961039
577,KNearestNeighbor,fp_rate,7,0.15584415584415584
578,KNearestNeighbor,fp_rate,8,0.21052631578947367
579,KNearestNeighbor,fp_rate,9,0.13157894736842105
580,KNearestNeighbor,fn_rate,0,0.12987012987012986
581,KNearestNeighbor,fn_rate,1,0.14285714285714285
582,KNearestNeighbor,fn_rate,2,0.16883116883116883
583,KNearestNeighbor,fn_rate,3,0.11688311688311688
584,KNearestNeighbor,fn_rate,4,0.16883116883116883
585,KNearestNeighbor,fn_rate,5,0.15584415584415584
586,KNearestNeighbor,fn_rate,6,0.15584415584415584
587,KNearestNeighbor,fn_rate,7,0.07792207792207792
588,KNearestNeighbor,fn_rate,8,0.10526315789473684
589,KNearestNeighbor,fn_rate,9,0.21052631578947367
590,KNearestNeighbor,tp_rate,0,0.22077922077922077
591,KNearestNeighbor,tp_rate,1,0.2077922077922078
592,KNearestNeighbor,tp_rate,2,0.18181818181818182
593,KNearestNeighbor,tp_rate,3,0.23376623376623376
594,KNearestNeighbor,tp_rate,4,0.18181818181818182
595,KNearestNeighbor,tp_rate,5,0.19480519480519481
596,KNearestNeighbor,tp_rate,6,0.19480519480519481
597,KNearestNeighbor,tp_rate,7,0.2727272727272727
598,KNearestNeighbor,tp_rate,8,0.23684210526315788
599,KNearestNeighbor,tp_rate,9,0.13157894736842105
